Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
susan w;wilson;26;16;50;10/2018;amazing south rim;10/2018
evelynsydney;sydney, australie;112;172;50;10/2018;worthy of more than just a brief visit;09/2018
liziwony;seoul, coree du sud;57;10;40;10/2018;a great vacation;10/2018
welder82;citrus springs, floride;230;82;50;10/2018;a must see;09/2018
shawns007;new york, etat de new york;81;33;50;10/2018;unbelievable scenery amazing views;10/2018
halina g;stockport, royaume uni;107;91;50;10/2018;fantastic;08/2018
leahs984;klein, texas;32;14;50;10/2018;if you don t want to hike, this is the way to see the canyon;09/2018
davetheguide;tel aviv, israel;201;102;50;10/2018;enter the park through the east entrance at desert view drive;09/2018
traveleatrepeatbyz;los cristianos, espagne;85;47;50;10/2018;worth it;09/2018
emilyf757;londres, royaume uni;32;52;50;09/2018;beautiful scenery and great tour guide;09/2018
highpockets21;shediac, canada;90;24;50;09/2018;south rim views amazing;09/2018
ziazak;leeds, royaume uni;75;18;50;09/2018;mind blowing natural wonder;09/2018
abbas_india;gurgaon, inde;23;4;50;09/2018;no description can do justice;08/2018
ronald3d;shanghai, chine;308;188;50;09/2018;amazing changing views;09/2018
cathy r;castleton, vermont;15;5;50;09/2018;sunrise at ooh ahh point;09/2018
kathryn m;orlando, floride;97;38;50;09/2018;24 hours is good;09/2018
erictabet;paris, france;256;118;40;09/2018;desert view   yavapai point;08/2018
john w;ballarat, australie;67;40;50;09/2018;hidden gems..along desert view dr;09/2018
geesfarm;toledo, etat de washington;67;31;50;09/2018;grand canyon, a must see;09/2018
faaradar;louisville, kentucky;390;146;50;09/2018;great trip;09/2018
robert_in_toronto;toronto, canada;20;6;50;09/2018;overwhelmingly beautiful;09/2018
tvler8;st. albert, canada;569;106;50;09/2018;using the highway 64 access to the south rim is very worthwhile;09/2018
retiredworker60;keystone heights, floride;111;24;50;09/2018;beautiful;09/2018
duncantch;home;297;172;50;09/2018;just like it looks in pictures   television...stunning;09/2018
811cazzied;londres, royaume uni;201;95;40;09/2018;an amazing opportunity to see more of the grand canyon;09/2018
day_3366;melbourne, australie;51;17;50;09/2018;highlight of our trip;09/2018
8fortheroad;moncton;27;56;30;09/2018;very disappointing;09/2018
marcindrp;varsovie, pologne;681;230;50;09/2018;the more popular side of the canyon;08/2018
jazzgumbo;londres, royaume uni;641;323;50;09/2018;stunning;09/2018
peterhd5241io;royston, royaume uni;129;50;50;09/2018;an awe inspiring place as always.;09/2018
karenduhgod;san jose, californie;4;1;50;09/2018;nature at its finest;09/2018
isilwath;bellefonte, pennsylvanie;440;180;50;09/2018;gorgeous views;09/2018
linda r;dickson, tennessee;2;2;50;09/2018;worth the extra miles;09/2018
dmann56;six mile, caroline du sud;53;9;50;09/2018;it s the grand canyon;09/2018
susan m;saint louis, missouri;19;4;50;09/2018;the grand canyon is really grand;09/2018
364iand;newcastle upon tyne, england, united kingdom;212;140;50;09/2018;unbelievable, words and pictures don t do this place justice;09/2018
leekim1957;chino hills, californie;159;94;50;09/2018;the 8th wonder of the world;09/2018
visamastermichigan;michigan;466;146;50;09/2018;amazing;09/2018
sara c;philadelphia, pennsylvania, united states;40;29;50;09/2018;awesome look at the world;09/2018
mrsmamfa91;irlande du nord, royaume uni;22;44;50;09/2018;stunning;09/2018
mattrw3364qf;saint paul, minnesota;65;42;50;09/2018;with rim day;07/2018
john m;chesapeake city, maryland;51;8;50;09/2018;must see experience;08/2018
torfehk;vancouver, canada;26;7;50;09/2018;stunning vistas;09/2018
nancym290;weymouth;202;75;50;09/2018;views are incredible;08/2018
160michaelt;glasgow, royaume uni;16;30;50;09/2018;vegas;08/2018
dangs4971ah;boerne, texas;20;4;50;09/2018;it s... grand;09/2018
jakers64;fort worth, texas;42;32;50;09/2018;hikig;09/2018
408diana45;orlando, floride;27;4;40;09/2018;breathtaking, beautiful, scary.;09/2018
howardrenker1;glastonbury, connecticut;33;12;50;09/2018;bucket list. did not disappoint.;09/2018
911saraa;bonney lake, etat de washington;64;31;40;09/2018;breathtaking views;03/2018
7333lakesidepark;remer, minnesota;98;42;50;09/2018;beautiful place to visit;09/2018
lawtonjl2002;norwich, ny;298;78;50;09/2018;spectacular views;07/2018
johna744;manchester, royaume uni;227;93;50;09/2018;breathing;09/2018
inky58;centereach, etat de new york;17;1;50;09/2018;a bucket list must;08/2018
chicagocubsfan34;chicago, united states;14;3;50;09/2018;amazing place;08/2018
cheri12;ferndale, michigan;62;47;50;09/2018;spectacular views;09/2018
tisharra d;vancouver, canada;21;20;40;09/2018;awe inspiring views.;09/2018
anabelrobles;juana diaz, porto rico;3;9;50;09/2018;south rim experience, great;09/2018
chris v;sweet valley, pennsylvanie;144;23;50;09/2018;breathtaking, unbelievable;08/2018
channah172;reading, royaume uni;163;52;50;09/2018;wow;04/2018
sveta a;surrey, canada;25;25;40;09/2018;great;09/2018
robert j;brisbane, australie;140;76;40;09/2018;a spectacular bucket list destination;09/2018
wanderlust23434;suffolk, virginie;22;13;50;09/2018;definitely a place of wonder;08/2018
edyta o;boston, massachusetts;118;65;40;09/2018;stunning beauty of nature but a very crowded place;09/2018
tennants1209;tiverton, royaume uni;173;73;50;09/2018;breathtaking;09/2018
miles t;edimbourg, royaume uni;95;69;40;09/2018;a wonderful experience.;09/2018
michelle f;gainesville, georgie;38;12;50;09/2018;wow;07/2018
usnwalker;aurora, colorado;183;129;50;09/2018;second visit;09/2018
david r;adelaide, australie;667;257;50;09/2018;amazing;08/2018
mark_and_neida;lancaster, pa;202;230;50;09/2018;precious little parking, but the shuttles are excellent.;08/2018
marydfromchicago;chicago, illinois;59;20;50;09/2018;mother nature at her best;09/2018
angela f;macclesfield, royaume uni;161;84;50;09/2018;absolutely breathtaking;08/2018
vona a;louisville, kentucky;19;12;50;09/2018;breathtaking;09/2018
mario p;californie;30;30;50;09/2018;no words for the so called just a hold on earth.;08/2018
153dougc;branson, missouri;261;91;50;09/2018;wow what a breathtaking experience wonderful experience to be in this park;09/2018
jimandsina;florence, arizona;399;115;50;09/2018;awesome covers it.;08/2018
txde;bonen, allemagne;164;76;50;09/2018;simply amazing;08/2018
dave j;aberdeenshire, royaume uni;143;42;50;09/2018;stunning;08/2018
jenni c;parc national du grand canyon, arizona;1;0;50;09/2018;worked at the general store for a year;07/2018
cordeliagray;portland, oregon;106;38;50;09/2018;incredible views;08/2018
menmal;new york, etat de new york;55;30;50;09/2018;spectacular view;08/2018
kirsty m;stirling, royaume uni;304;96;50;09/2018;incredible, vast, stunning;09/2018
we4palls;los osos, californie;79;21;50;09/2018;the view is awesome but look around at the architecture;08/2018
dpmallic;londres, royaume uni;389;632;20;09/2018;13hrs journey time for 2.15hrs viewing;07/2018
vincent e;new jersey;14;4;50;09/2018;breathtaking;08/2018
rettstrunk;ridge, etat de new york;26;13;50;09/2018;a must see;08/2018
veteran101st;oro valley, arizona;190;76;50;09/2018;vista wonderful;08/2018
branlil;new hampshire;106;71;50;09/2018;breathtaking;08/2018
morgan w;noblesville, indiana;454;192;50;09/2018;return trip;08/2018
bhink0506;medford, new jersey;358;241;50;08/2018;amazing what s a trip to az without it;08/2018
771navink;patan (lalitpur), nepal;211;213;50;08/2018;highlight of our 3 weeks in u.s;08/2018
vacationmode;san diego, californie;105;53;50;08/2018;spectacular site to see;08/2018
robert b;eatonton, united states;70;17;50;08/2018;awesomely beautiful canyon;08/2018
usa traveler56;ann arbor, michigan;56;19;50;08/2018;take the time to enjoy it;07/2018
elaineh00per;tucson, arizona;91;61;50;08/2018;incredible canyon;07/2018
barnaby99;manchester, royaume uni;58;49;50;08/2018;grand;04/2018
rosa s;dearborn, michigan, united states;13;3;50;08/2018;amazing. views sunrise to sunset;06/2018
travelwithlixa;victoria, canada;25;9;50;08/2018;worth the drive from vegas;08/2018
wpagirl65;orlando, floride;21;2;50;08/2018;worth the ride from vegas;07/2018
anniedees;buffalo, etat de new york;44;8;50;08/2018;such beauty;08/2018
dave b;birmingham, alabama;19;2;50;08/2018;thrird visit;03/2018
christina0708;acworth, georgie;46;50;50;08/2018;even better in person;08/2018
brayncandy;chicago, illinois;26;13;50;08/2018;stunning view;05/2018
miata_is_fast;medway, massachusetts, united states;13;2;50;08/2018;amazing views great park;07/2018
283deanw;truro, canada;125;49;50;08/2018;easily lives up to title as one of the great wonders of the natural world;08/2018
rbwildcat;phillipsburg, kansas;211;101;50;08/2018;stunning views;07/2018
marcld7356uq;rockland, canada;27;16;50;08/2018;grand canyon;08/2018
eleonora276;stockholm, suede;135;30;50;08/2018;grand can by helicopter ðŸš;07/2018
joris l;anvers, belgique;41;3;50;08/2018;breathtaking views;04/2018
crimike07;astoria, etat de new york;17;6;50;08/2018;freaking beautiful;07/2018
pandp2006;londres, royaume uni;79;46;50;08/2018;breathtaking   not too crowded;08/2018
nicola d;hessle, royaume uni;954;467;50;08/2018;truly breathtaking;06/2018
tony m;malta;552;336;50;08/2018;took our breath away;08/2018
auriserrano;bella vista, arkansas;226;50;50;08/2018;beyond words a gem of beauty with no words to describe it;08/2018
fitzid;stockport, royaume uni;93;48;50;08/2018;fabulous views;08/2018
jennying;bangor, royaume uni;85;102;50;08/2018;breathtaking;04/2018
mfoss31;wesley chapel, floride;125;38;50;08/2018;beautiful;07/2018
stlove2travel;prescott, arizona;20;18;50;08/2018;breathtaking no matters how many times you go;08/2018
lakesrivers;fond du lac, wisconsin;8;1;40;08/2018;beautiful views of the south rim;08/2018
croziereights;newberg, oregon;80;39;30;08/2018;hard to have fun when drivers yell;08/2018
charlie b;north reading, massachusetts;75;17;50;08/2018;breath taking;06/2018
warlocke;irving, texas;130;149;50;08/2018;grandest of all;06/2018
joenathan9249;saint paul, minnesota;1802;988;50;08/2018;truly one of the eight wonders of the world;08/2018
bertrand w;utrecht, pays bas;84;20;40;08/2018;nice walk, especially when you are sad;08/2018
paulbl581gh;st. albans, royaume uni;58;34;50;08/2018;a reminder that memory is the best camera;08/2018
tw0r0cks;readfield, maine;3;2;50;08/2018;geologic tour;08/2018
sskidmore71;cleburne, texas;9;2;50;08/2018;beautiful;08/2018
lisahutch16;bradenton, floride;57;9;50;08/2018;amazing;08/2018
rami a;tel aviv, israel;524;219;40;08/2018;spectacular views;04/2018
sharlettas;district heights, maryland;13;3;50;08/2018;excellent;08/2018
fluffypolite;wirral;94;78;50;08/2018;amazing every time;08/2018
eakirk;southwick, massachusetts;37;19;50;08/2018;a must do   bucket list item check;08/2018
2torontotraveller;toronto, canada;1202;614;50;08/2018;great facilities for an enjoyable visit;08/2018
chereceh;land o lakes, floride;6;2;50;08/2018;beyond belief;08/2018
mamabear135;grand rapids, michigan;43;26;50;08/2018;stay at least 1 night at a grand canyon hotel;08/2018
loveagreatbnb;lambertville, new jersey;337;196;50;08/2018;beautiful, but a lot of smoke in the canyon afternoon of august 13 through day of august 14;08/2018
thangam m;chennai;197;610;50;08/2018;the canyon had a big surprise for us;05/2018
confidence f;india;55;27;10;08/2018;grand canyon not so grand for indians;08/2018
b5804xtmarkg;tignes, france;36;7;50;08/2018;simply jaw dropping;08/2018
richellec332;langley, canada;111;34;50;08/2018;surreal ;08/2018
s w;los angeles, california;32;28;50;08/2018;need all day to see each sections of south rim;06/2018
markh ws;winston salem, caroline du nord;521;155;50;08/2018;splendid each time i see it....;08/2018
608beverleyb;stourport on severn, royaume uni;184;94;50;08/2018;what a place.....;08/2018
marqanthony;hartford, connecticut;15;159;50;08/2018;another world;04/2018
diegoben;bologne, italie;93;45;50;08/2018;it takes your breath away;08/2018
deedee38;philadelphie, pennsylvanie;156;42;50;08/2018;love it;08/2018
2seniorcitizens;sayre, pa;400;188;50;08/2018;just breathtaking;08/2018
1234col;sydney, australie;377;122;50;08/2018;wonderful but crowded;06/2018
lisahartok;hobart, oklahoma;5;1;50;08/2018;bucket list;08/2018
kirkwanna;seymour, tennessee;19;8;50;08/2018;so beautiful 2018 epic vacation;08/2018
ann m;burton upon trent, royaume uni;807;383;50;08/2018;early morning walk;08/2018
amik2;beaumont, texas;150;57;50;08/2018;stunning views;07/2018
douglasw766;sweetwater, tennessee;322;75;50;08/2018;breath taking;08/2018
craig g;new plymouth, taranaki, new zealand;45;13;50;08/2018;awesome;08/2018
legodude1983;maassluis, pays bas;74;27;50;08/2018;worth the visit;08/2018
noreenm87;poughkeepsie, etat de new york;480;165;50;08/2018;everyone should see this remarkable place;07/2018
362keithf;ecosse, royaume uni;421;220;50;08/2018;don t miss it;07/2018
183katrinah;oxford, royaume uni;157;60;50;08/2018;grand is the only suitable word;08/2018
deb d;frankston, australie;8;9;50;08/2018;soul revival;07/2018
ct2323;vail, arizona;92;12;50;08/2018;some of the best views around;08/2018
stay home mom pa;cowansville, pennsylvanie;156;82;40;08/2018;bucket list;06/2018
traveler_in_a_making;pittsfield, massachusetts;8;1;50;08/2018;a natural wonder;03/2018
hester2018;sloten, pays bas;211;86;50;08/2018;must see;08/2018
bama7565;birmingham, alabama;20;4;50;08/2018;wow beautiful;04/2018
martyjustice;fort worth, texas;44;39;50;08/2018;unbelievable;04/2018
dilbertr;norwich, royaume uni;162;65;50;08/2018;words escape me;08/2018
rebeccablasdel;mountain home, arkansas;40;7;50;08/2018;oh my;08/2018
disfan79;sheboygan, wisconsin;66;34;50;08/2018;very well done national park;07/2018
dannywasserman;virginia beach, virginie;1424;350;50;08/2018;an amazing canyon of enormous proportion ;07/2018
carrapicho710;orem, utah;13;1;50;08/2018;breathtaking views;07/2018
margaret o;wakefield, royaume uni;58;53;50;08/2018;well organised area.;07/2018
traveleryoyo;prague, republique tcheque;14;3;50;08/2018;amazing view you can t catch in a picture.;08/2018
jdehart;waynesville, caroline du nord;136;51;50;08/2018;amazing, photos can t capture this beauty, must see;07/2018
traveler03newyork;new york;29;11;40;08/2018;amazing views;04/2018
vamotorcyclecouple;hampton, virginie;79;40;50;08/2018;beautiful;07/2018
47bethm;wasilla, alaska;91;21;50;08/2018;spectacular;08/2018
paulnf2168le;jacksonville, united states;17;6;50;08/2018;magnificent place to visit.;04/2018
qisiang r;melbourne, australie;116;41;50;08/2018;no superlative needed for this place 5 5;06/2018
david_d_rbm;alcala de henares, espagne;43;23;50;08/2018;amazing;08/2018
kevinly1011gt;tiny, canada;145;54;30;08/2018;pictures don t do it justice;08/2018
nirihak;san francisco, californie;28;5;50;08/2018;canyon with seniors;07/2018
jane23121958;selby, royaume uni;114;70;50;08/2018;amazing;08/2018
owster101;toronto, canada;1;3;10;08/2018;meh;08/2018
dialla k;dar es salaam, tanzanie;169;112;50;08/2018;something you must see at least once in your life time;08/2018
minnewaskagirl;sedona, arizona;18;4;50;08/2018;sublime beauty;05/2018
920briand;phoenix, arizona;121;28;30;08/2018;go north instead.;08/2018
tanya10;australia;42;20;40;08/2018;toilets were disgusting;07/2018
hainesca;newton, kansas;10;13;50;07/2018;amazing vacation and breathtaking views;07/2018
txtrans;tomball, texas;79;37;50;07/2018;so very worth it;07/2018
paul sara c;south dennis, massachusetts;76;64;50;07/2018;how can you not rate the grand canyon a 5;03/2018
elizabeth c;milwaukee, wisconsin;216;62;50;07/2018;the grand canyon  indeed grand;06/2018
bobandgwen699;elgin, illinois;20;9;50;07/2018;hiking the south rim of grand canyon   great for the whole family;07/2018
nwklee62;gaithersburg, maryland;39;5;50;07/2018;love the mountain s view ;07/2018
ashnjo;stourbridge, royaume uni;105;36;50;07/2018;breathtakingly beautiful;07/2018
bwhalen42;south lyon, michigan;34;15;40;07/2018;is there a bad view;06/2018
didiernivelles;nivelles, belgique;381;141;50;07/2018;impressive;07/2018
heatherw165;st. johns, floride;9;19;50;07/2018;so beautiful it loos fake;07/2018
marliesr_12;tienhoven, pays bas;80;73;40;07/2018;again impressive;05/2018
meganlucas09;broken arrow, oklahoma;31;24;50;07/2018;get there early;07/2018
rodjin;ningbo, chine;110;20;50;07/2018;a walk through time;07/2018
665dirkb;krefeld, allemagne;38;50;50;07/2018;mega ;07/2018
travelinman2008;maryland;113;77;50;07/2018;great place to stop;07/2018
ralfiboi;hudson, floride;24;15;50;07/2018;should be on everyone s bucket list;05/2018
ginamiller0763;krum, texas;222;77;50;07/2018;awesome of course;07/2018
anneiversen;dubai, emirats arabes unis;34;47;50;07/2018;grand canyon;07/2018
kristao189;madison, wisconsin;12;16;50;07/2018;grand canyon review;04/2018
agaphoto;new york, etat de new york;37;8;40;07/2018;beautiful but crowded;07/2018
sakflva;arlington, virginie;651;236;50;07/2018;wonderful place to see the gc;07/2018
mistyschulz;woodburn, oregon;214;98;50;07/2018;sunset at the grand canyon;07/2018
muffin68;melbourne;51;28;50;07/2018;glad we went;07/2018
977karia;deforest, wisconsin;105;49;50;07/2018;beautiful;07/2018
susanb22;orchard park, etat de new york;90;160;50;07/2018;breathtaking;07/2018
wntrfairy;burlington, etat de washington;212;51;50;07/2018;beautiful view points;07/2018
reribh;los angeles, californie;6;10;50;07/2018;the grand canyon  truly grand;06/2018
helensims61;wark, royaume uni;243;108;40;07/2018;great views;04/2018
899karenv;clinton, new jersey;16;5;50;07/2018;perfect day;07/2018
always_fantastico;rome, italie;103;94;50;07/2018;fantastico;06/2018
marlaina g;californie;5;2;50;07/2018;not overrated;04/2018
408irenek;birmingham, michigan;248;59;50;07/2018;incredible;07/2018
lottie03;littleborough, royaume uni;435;260;50;07/2018;awestruck;07/2018
sinbadthesailor72;assise, italie;77;53;50;07/2018;grand canyon;07/2018
by_his_grace;richmond, va, usa;550;141;50;07/2018;great visit;07/2018
reigo;seattle, etat de washington;284;183;50;07/2018;wow must see;07/2018
mikez428;north kingstown, rhode island;385;183;40;07/2018;beautiful;07/2018
ldavidmarquet;tampa, floride;1124;422;50;07/2018;it s amazing;07/2018
cathlynn m;johannesburg, afrique du sud;32;15;50;07/2018;magnificent views   bucket list;07/2018
bangkoksachse;bangkok, thailande;1393;517;50;07/2018;wonderful;07/2018
northtxrealtor;dallas, texas;69;30;50;07/2018;amazing;03/2018
angelo235;yuma, arizona;164;100;50;07/2018;it s a must;07/2018
996alp;miami, floride;62;13;50;07/2018;awesome site from mother nature;07/2018
839iaina;kirkcaldy, royaume uni;492;198;50;07/2018;stunning;06/2018
angiedj62;richmond, virginie;4;3;20;07/2018;the grand canyon was great but the driver made it unpleasant;07/2018
lvtrvlnow;lake elsinore, californie;91;25;50;07/2018;grand canyon;07/2018
gaftoo1;greensboro, caroline du nord;10;8;50;07/2018;stunning. i ve been around the world. this place is stunning;06/2018
seashll59;indiana;157;93;50;07/2018;amazing0;07/2018
nikolaik;pittsburgh, pennsylvanie;302;147;50;07/2018;crowds not as bad as expected on july 4;07/2018
neluv05;aubrey, texas;134;46;50;07/2018;natural wonder of the world;07/2018
ricwarcup;bingley, royaume uni;14;10;50;07/2018;grand canyon national park 2018;05/2018
abraham f;philadelphie, pennsylvanie;87;28;50;07/2018;god s unyielding power of creation and beauty ;07/2018
aliciaburge;seymour, illinois;246;122;50;07/2018;wow;07/2018
dt8888;singapore;246;136;50;07/2018;mind boggling;07/2018
carribbean l;huntington, etat de new york;68;59;50;07/2018;its the grand canyon;06/2018
k5509xsandyl;shannon, irlande;129;71;50;07/2018;unreal experience;07/2018
angelasu4517jv;anna, texas;144;44;50;07/2018;beautiful;07/2018
jodilynn3;st. simons island, ga;12;30;50;07/2018;day trip from las vegas do it;01/2018
good food and good v;new york, etat de new york;65;38;50;07/2018;bucket list gem;06/2018
rick c;prescott valley, arizona;363;149;50;07/2018;just incredible ;07/2018
126paulinec;bolingbrook, illinois, united states;105;28;40;07/2018;enter from cameron;07/2018
travelalot963;michigan;308;128;50;07/2018;this national park is indescribable;06/2018
vickitoria;oklahoma city, oklahoma;74;30;50;07/2018;words and pictures cannot do it justice.;07/2018
413brandit;blackshear, georgie;366;93;50;07/2018;beautiful views;04/2018
denise9919;costa mesa, californie;7;0;50;07/2018;get away;03/2018
jamielynn33;louisiana s cajun bayou, louisiane;29;3;50;07/2018;beautiful;07/2018
sgraziosi;montreal, canada;67;13;50;07/2018;amazing breathtaking;04/2018
herorog;atlanta, georgie;11;6;50;07/2018;must see national park;06/2018
sdoriginal78;san diego, californie;14;15;50;07/2018;breathtaking views;07/2018
frankdk5797jr;concord, new hampshire;597;172;50;07/2018;perfect for a day visit;06/2018
336andye;fishers, indiana;24;43;50;07/2018;view from south rim;07/2018
santaklaus17;greater melbourne, australie;21;3;50;07/2018;only being there, you can see the size.;06/2018
mark a b;oil city, united states;7;11;50;07/2018;west 18;07/2018
mariemom11;floride;37;19;50;07/2018;stunning;06/2018
635loric;calgary, canada;50;24;50;07/2018;day trip;07/2018
bev2880;lichfield, royaume uni;14;43;50;07/2018;natural beauty, natural wonder;07/2018
ciuri2018;miami, floride;3;0;50;07/2018;wow beautiful;06/2018
doonhamer;borgue, royaume uni;327;198;50;07/2018;cannot miss it;07/2018
chirstopherjones;sacramento, californie;51;44;50;07/2018;spectacular views;07/2018
tiffish;georgia;26;18;50;07/2018;yup, it s big.;06/2018
debra p;sumter, caroline du sud;12;3;50;07/2018;one of the biggest creations of mother nature;07/2018
david r;escondido, californie;17;2;50;07/2018;must see great shuttles get you around the rim very fast;07/2018
sandy c;lynbrook, etat de new york;102;173;50;07/2018;if time is an issue, do the hermit s rest bus loop;06/2018
mwikali2015;dubai, emirats arabes unis;145;54;50;07/2018;breath taking amazing views;07/2018
peterallas1;walnut creek, californie;4;1;40;07/2018;worth the drive grand canyon;06/2018
ronniel852;hollywood, floride;10;5;50;07/2018;amazing;07/2018
795theresaz;gilbert, arizona;40;52;50;07/2018;a world renowned attraction;07/2018
fayew323;atlanta, georgie;58;31;50;07/2018;beautiful area very much enjoyed our first visit;07/2018
rb_advisor;los angeles, californie;144;130;50;07/2018;the most visited rim of the grand canyon;03/2018
badger27;wisconsin dells, wisconsin;143;49;50;07/2018;breathtaking an absolute must see;04/2018
barbara h;franklin, caroline du nord;213;69;50;07/2018;always awesome;06/2018
sruthp;duarte, californie;88;68;50;07/2018;nice walk;07/2018
jpthehp;greeley, colorado;29;6;50;07/2018;30th birthday;06/2018
golf_girl_tx;porter, texas;56;63;50;07/2018;perfection;07/2018
justtraveling_12;brownsville,tx;161;44;50;07/2018;family summer trip;07/2018
20raelobo;bombay, inde;31;12;50;07/2018;best experience;07/2018
k9903xfjasons;lumberton, texas;14;5;50;07/2018;pictures don t do it justice;07/2018
cheryl m;olympia, etat de washington;17;6;50;07/2018;wonderful trip;06/2018
scarmeline;kandy, sri lanka;38;7;50;07/2018;this should be on your bucket list;06/2018
sarap205;san antonio, texas;63;15;50;07/2018;what can even be said.....;03/2018
rtjjeda7;buffalo prairie, il;71;20;50;07/2018;breath taking;07/2018
holidaywhisperers;manchester, royaume uni;93;76;50;07/2018;incredible art by nature;07/2018
edvh81;midlothian, virginie;219;95;50;07/2018;epic;06/2018
pedro00;kinross, royaume uni;335;158;50;07/2018;truly awesome;07/2018
mflei099;toronto, canada;58;23;50;07/2018;never thought a huge hole in the ground could be so amazing;06/2018
tntravelers15;nashville, tennessee;20;4;50;07/2018;spectacular views;06/2018
jmwd83;york, pennsylvanie;13;2;40;07/2018;its the grand canyon;06/2018
sajmom4;houston, texas;18;4;50;07/2018;it s a must visit view beautiful, you will never forget it;06/2018
ericsg28td;kingsville, maryland;208;109;50;07/2018;first time for kids and mother in law;07/2018
michellegd9641hq;houston, texas;27;18;50;07/2018;las vegas to south rim 4 hours 22 minutes yes;07/2018
oandrieiev;seoul, coree du sud;19;28;50;07/2018;best part of my las vegas experience;01/2018
mikemc33;joplin, missouri;82;31;40;07/2018;worth it;07/2018
nathalien515;chesapeake, virginie;146;85;50;07/2018;must visit very convenient shuttle service;07/2018
wilma f;naples, floride;132;150;50;07/2018;should be on your bucket list and don t forget the binoculars;07/2018
tami2525;morristown, indiana;21;4;50;07/2018;great experience;06/2018
samerer;fort lauderdale, floride;127;55;50;07/2018;blaze the trail;07/2018
nevswim;rochdale, royaume uni;632;304;50;07/2018;truly an open mouth experience;06/2018
connorfoz;kingsley, royaume uni;20;29;50;07/2018;stunning;02/2018
dormart;devon, royaume uni;358;215;50;07/2018;nature at its most breathtaking;06/2018
wheelswillroll;weatogue, connecticut;128;34;50;07/2018;lovely;07/2018
tntraveler62;tennessee;191;47;40;07/2018;beautiful;07/2018
reneem108;monterey, california, usa;140;81;50;07/2018;sunrise is worth it;07/2018
scott n;dublin, california, united states;77;35;50;07/2018;desert tower watch was my favorite view;06/2018
733sa;pittsfield, massachusetts;172;44;50;07/2018;must see;03/2018
cetecea;rochester, etat de new york;139;45;50;07/2018;breath taking;05/2018
dnshinde;pune, inde;19;1;40;07/2018;visit togrand canyon south rim;06/2018
shawn ann g;battle creek, michigan;18;8;50;07/2018;a grand view;03/2018
klausosa;honduras;24;10;50;07/2018;simply spectacular. bucket list;06/2018
debbie a;saint louis, missouri;15;5;40;07/2018;visit south rim day 2;07/2018
fixureyes81;las vegas, nevada;105;81;50;07/2018;spectacular;06/2018
snshendrix5;whitewater, kansas;65;30;50;06/2018;amazing;06/2018
ted d;new london, nc;153;81;50;06/2018;second visit as amazing as the first;05/2018
joonas2014;tallinn, estonie;303;127;50;06/2018;make it full with north;06/2018
sightingsarah;sveti martin na muri, croatie;722;205;50;06/2018;amazing;06/2018
beverly m;hamden;33;38;40;06/2018;breathtaking views;06/2018
vicki c;la vernia, texas;154;170;50;06/2018;a lot to take in;06/2018
brandonk850;flagstaff, arizona;1346;505;50;06/2018;always amazing;06/2018
soniaheidrich;greensboro, north carolina;31;6;50;06/2018;better than i imagined ;06/2018
thewaddy;southport, royaume uni;87;132;50;06/2018;walk from mather point to bright angel, most amazing view i ve ever experienced;06/2018
remarkability;cooper city, floride;112;61;50;06/2018;hard to review when words fail you...;06/2018
931wendyv;anvers, belgique;379;78;50;06/2018;really amazing;05/2018
390paigem;roland, arkansas;8;0;50;06/2018;start at desert view tour;06/2018
jennifer s;saint louis, missouri;3;0;50;06/2018;california or bust 2018;06/2018
459sheris;cherry valley, californie;68;32;50;06/2018;always amazed;06/2018
laurajtravels88;edimbourg, royaume uni;171;65;50;06/2018;just incredible...;05/2018
robert h;maryville, tennessee;206;106;50;06/2018;bucket list item checked off;06/2018
reginal799;moscou, russie;11;4;50;06/2018;amazing, what else to say;01/2018
thephiloso4;huntsville, texas;83;58;50;06/2018;grandchild torture test;06/2018
duncan c;mid atlantic;275;155;50;06/2018;the shuttles run from point to point;06/2018
cpjules;phoenix, arizona;391;239;40;06/2018;awesome vistas;06/2018
rogerfaulkneris1;cincinnati;21;7;40;06/2018;grand indeed;06/2018
x6286xskathyw;los angeles, californie;25;5;50;06/2018;a must see;06/2018
davidv1642tr;auckland, nouvelle zelande;257;37;50;06/2018;south rim   grand canyon;06/2018
jamie v;savannah, georgie;78;52;50;06/2018;definitely a must see must do in your lifetime;05/2018
hollyhollylala;leicester, royaume uni;7;3;50;06/2018;brilliant must see;06/2018
tins76;medway, royaume uni;99;44;50;06/2018;beautiful   but busy;06/2018
annamuller924;rock island, illinois;25;7;50;06/2018;amazing view;06/2018
dz7;cincinnati, ohio;388;157;50;06/2018;amazing;06/2018
mbarton2018;surgoinsville, tennessee;36;12;50;06/2018;phenomenal;06/2018
johnj965;auckland, nouvelle zelande;427;143;50;06/2018;of course it s excellent;06/2018
hannahsukanykuhl;waco, texas;488;145;50;06/2018;amazing;06/2018
weberas13;northfield, minnesota;85;54;50;06/2018;wonderful;06/2018
kevinpb9438ow;clearwater, floride;64;16;50;06/2018;best view of the grand canyon;06/2018
64beckim;sao bartolomeu de messines, portugal;139;85;50;06/2018;words cannot begin to describe;05/2018
deepowell;kansas city, missouri;42;10;50;06/2018;amazing;06/2018
barbara o;belmont, massachusetts;32;17;50;06/2018;a.m.a.z.i.n.g.;06/2018
